Subject,Type,Total Household Gifts Currency,Total Household Gifts,Due Date,Activity ID,Contact ID
? Email: Thank you!,1 Email,HKD,107000,10/25/2016,00T9000003DgAPt,0039000001tnQCM
? Email: Kids Camp - Pre-Trip Meeting THIS Saturday!,1 Email,HKD,107000,2/20/2017,00T9000003SNuCV,0039000001tnQCM
? Email: Reminder: (Wed) Feb 22nd - ICM Education Strategy Focus Group Discussion,1 Email,HKD,107000,2/20/2017,00T9000003SNpBb,0039000001tnQCM
? Email: The Future of ICM's Education Program,1 Email,HKD,107000,1/9/2017,00T9000003N7kSX,0039000001tnQCM
? Email: Re: 170403 - Kids Camp 2017 - Registration,1 Email,HKD,107000,2/13/2017,00T9000003RMvlH,0039000001tnQCM
? Email: Donated items for Kids Camp,1 Email,HKD,107000,3/13/2017,00T9000003UeAC5,0039000001tnQCM
? Email: March 18: Grand Austin Clubhouse,1 Email,HKD,107000,3/15/2017,00T9000003Ug96O,0039000001tnQCM
? Email: Re: Updates,1 Email,HKD,107000,5/8/2017,00T9000003axob3,0039000001tnQCM
? Email: Updates,1 Email,HKD,107000,5/8/2017,00T9000003axoRI,0039000001tnQCM
? Email: Re: 170403 - Kids Camp 2017 - Registration,1 Email,HKD,107000,2/13/2017,00T9000003RMvoH,0039000001tnQCM
Email: Re: ICM's education program,1 Email,HKD,107000,3/19/2017,00T9000003VSWvX,0039000001tnQCM
? Email: ICM Banquet Host - details,1 Email,HKD,107000,9/26/2016,00T900000312Mi0,0039000001tnQCM
? Email: Kindergarten Profile and Banquet Host details,1 Email,HKD,107000,9/26/2016,00T900000312Mh7,0039000001tnQCM
Email: Re: 170403 - Kids Camp 2017 - Registration,1 Email,HKD,107000,2/22/2017,00T9000003SPhHv,0039000001tnQCM
Email: Fwd: 170403 - KIDS CAMP 2017 - Expense Report,1 Email,HKD,107000,3/6/2017,00T9000003Tp1ZV,0039000001tnQCM
Email: Fwd: 170403 - Kids Camp 2017 - Registration,1 Email,HKD,107000,2/13/2017,00T9000003RMvhy,0039000001tnQCM
"? Email: Re: (EXT) Re: ICM's education program, family academy",1 Email,HKD,139500,5/2/2017,00T9000003aekcU,0039000001Cb4zY
"? Email: ICM's education program, family academy",1 Email,HKD,139500,3/6/2017,00T9000003Toga0,0039000001Cb4zY
"? Email: Re: (EXT) Re: ICM's education program, family academy",1 Email,HKD,139500,4/20/2017,00T9000003ZAy27,0039000001Cb4zY
"? Email: Re: (EXT) Re: ICM's education program, family academy",1 Email,HKD,139500,5/10/2017,00T9000003bjitv,0039000001Cb4zY
? Email: Jumpstart changes,1 Email,HKD,139500,2/9/2017,00T9000003QW8o0,0039000001Cb4zY
Income Received - Thank you,1 Email,HKD,139500,7/15/2016,00T9000002wWPZF,0039000001Cb4zY
? Email: Re: Choir Update,1 Email,HKD,139500,7/12/2016,00T9000002wVgUO,0039000001Cb4zY
? Email: Re: Choir Update,1 Email,HKD,139500,6/2/2016,00T9000002pV22J,0039000001Cb4zY
? Email: Re: Choir Update,1 Email,HKD,139500,6/6/2016,00T9000002pW35H,0039000001Cb4zY
? Email: Bermuda Bright Beginnings Kindergarten,1 Email,HKD,139500,9/30/2016,00T9000003AHEo6,0039000001Cb4zY
? Email: Re: You're welcome!,1 Email,HKD,4500,3/9/2017,00T9000003Trt9O,00390000027El05
? Email: You Are Invited to a Springboard Luncheon,1 Email,HKD,2076684,8/5/2016,00T900000312j4Y,0039000000DXlBD
? Email: Re: You Are Invited to a Springboard Luncheon,1 Email,HKD,2076684,8/8/2016,00T900000314hdZ,0039000000DXlBD
? Email: Re: Schedule for ICM Board meetings,1 Email,HKD,2076684,7/12/2016,00T9000002wVqah,0039000000DXlBD
? Email: Re: Schedule for ICM Board meetings,1 Email,HKD,2076684,7/12/2016,00T9000002wVqZy,0039000000DXlBD
? Email: Re: ICM Audited Financial Statements - Directors Report 31 May 2015,1 Email,HKD,2076684,6/17/2016,00T9000002rHtrP,0039000000DXlBD
? Email: ICM email accounts under outside attack,1 Email,HKD,2076684,8/25/2016,00T90000034AH8g,0039000000DXlBD
? Email: Re: ICM Audited Financial Statements - Directors Report 31 May 2015,1 Email,HKD,2076684,6/3/2016,00T9000002pVZ2m,0039000000DXlBD
? Email: ICM Audited Financial Statements - Directors Report 31 May 2015,1 Email,HKD,2076684,6/3/2016,00T9000002pVZ15,0039000000DXlBD
Email: Re: ICM Dinner 24 October,1 Email,HKD,2076684,10/21/2016,00T9000003Df6zj,0039000000DXlBD
? Email: ICM Banquet Host - notes,1 Email,HKD,2076684,9/27/2016,00T9000003AFPuI,0039000000DXlBD
? Email: ICM Prayer Night - Jan 25th,1 Email,HKD,2076684,1/10/2017,00T9000003N8IEN,0039000000DXlBD
? Email: Re: Guest list,1 Email,HKD,2076684,10/13/2016,00T9000003Bq8PO,0039000000DXlBD
? Email: Re: Guest list,1 Email,HKD,2076684,10/13/2016,00T9000003Bq68S,0039000000DXlBD
? Email: Re: ICM Dinner 24 October,1 Email,HKD,2076684,10/17/2016,00T9000003Brao1,0039000000DXlBD
? Email: ICM Adopt a Patient,1 Email,HKD,54300,12/15/2016,00T9000003KI53u,0039000000DXkaJ
? Email: How can ICM serve you better?,1 Email,HKD,54300,7/14/2016,00T9000002wWmoN,0039000000DXkaJ
? Email: ICM Prayer Night with pastors - Jan 25th,1 Email,HKD,29972,1/10/2017,00T9000003N8HIw,0039000000DXlAn
? Email: Re: ICM Prayer Night with pastors - Jan 25th,1 Email,HKD,29972,1/26/2017,00T9000003P2Lsp,0039000000DXlAn
Income Received - Thank you,0 Other,HKD,2250,9/30/2016,00T90000036YvPn,0039000000DXlB1
? Email: Seating Arrangement to make your neck happy,1 Email,HKD,980172.5,10/20/2016,00T9000003Deh2X,0039000000DXlBg
Email: Hello from ICM,1 Email,HKD,980172.5,6/20/2016,00T9000002t7ZXe,0039000000DXlBg
? Email: Hello from ICM,1 Email,HKD,980172.5,6/20/2016,00T9000002t7ZWb,0039000000DXlBg
? Email: Re: Hello from ICM,1 Email,HKD,980172.5,6/20/2016,00T9000002t7c85,0039000000DXlBg
Email: Re: Hello from ICM,1 Email,HKD,980172.5,6/28/2016,00T9000002tAkDW,0039000000DXlBg
? Email: Re: Hello from ICM,1 Email,HKD,980172.5,6/30/2016,00T9000002ukmQw,0039000000DXlBg
? Email: Re: Donation options,1 Email,HKD,980172.5,11/17/2016,00T9000003GT3e2,0039000000DXlBg
? Email: Re: Donation options,1 Email,HKD,980172.5,11/17/2016,00T9000003GT3dx,0039000000DXlBg
Lunch,4 Meeting,HKD,980172.5,11/8/2016,00T9000003GP0ud,0039000000DXlBg
Box of Hope,4 Meeting,HKD,980172.5,11/16/2016,00T9000003GP0uc,0039000000DXlBg
? Email: Re: Donation options,1 Email,HKD,980172.5,11/15/2016,00T9000003GRfTT,0039000000DXlBg
? Email: Donation options,1 Email,HKD,980172.5,11/9/2016,00T9000003GPWgM,0039000000DXlBg
? Email: Donation options,1 Email,HKD,980172.5,11/9/2016,00T9000003GPWih,0039000000DXlBg
? Email: Re: Hello from ICM,1 Email,HKD,980172.5,7/25/2016,00T9000002yTgB9,0039000000DXlBg
? Email: Update,1 Email,HKD,980172.5,7/28/2016,00T9000002yV3W2,0039000000DXlBg
? Email: Re: Making the Difference / Adopt- A- Patient Update,1 Email,HKD,980172.5,4/24/2017,00T9000003ZD3nb,0039000000DXlBg
? Email: Adopt- A- Patient,1 Email,HKD,980172.5,12/14/2016,00T9000003KHiyD,0039000000DXlBg
? Email: Fwd: Family Academy,1 Email,HKD,980172.5,3/15/2017,00T9000003UgDgN,0039000000DXlBg
? Email: Re: ICM Banquet Table Details,1 Email,HKD,980172.5,10/18/2016,00T9000003Dd4nx,0039000000DXlBg
? Email: ICM Banquet Table Details,1 Email,HKD,980172.5,10/18/2016,00T9000003Dd4S0,0039000000DXlBg
? Email: Re: ICM-banquet table payment,1 Email,HKD,980172.5,10/19/2016,00T9000003DdVWO,0039000000DXlBg
? Email: Re: ICM-banquet table payment,1 Email,HKD,980172.5,10/19/2016,00T9000003DdW7E,0039000000DXlBg
TF15 B3 TY cards and photo magnets,0 Other,HKD,980172.5,6/3/2016,00T9000002nhfba,0039000000DXlBg
? Email: Re: Hi Tess,1 Email,HKD,980172.5,9/20/2016,00T90000038VHwt,0039000000DXlBg
? Email: Fwd: Hi Tess,1 Email,HKD,980172.5,9/20/2016,00T90000038VHvv,0039000000DXlBg
? Email: Re: Table of 12 - Rebecca Wong,1 Email,HKD,980172.5,10/17/2016,00T9000003Bra1H,0039000000DXlBg
Email: Re: ICM-banquet table payment,1 Email,HKD,980172.5,10/19/2016,00T9000003Ddb21,0039000000DXlBg
ICM's challenges,4 Meeting,HKD,2036252.87,6/7/2016,00T9000002tAZsw,0039000000DXlCG
? Email: Re: Call-in ACS Board Meeting on Aug 16,1 Email,HKD,2036252.87,8/11/2016,00T900000316Vo9,0039000000DXlCG
? Email: Re: Call-in ACS Board Meeting on Aug 16,1 Email,HKD,2036252.87,8/11/2016,00T900000316V0s,0039000000DXlCG
? Email: Re: Call-in ACS Board Meeting on Aug 16,1 Email,HKD,2036252.87,8/11/2016,00T900000316UzQ,0039000000DXlCG
? Email: Re: Dave Sutherland's availability in late September & early October 2016,1 Email,HKD,2036252.87,8/15/2016,00T90000032GxYA,0039000000DXlCG
? Email: Updates at ICM and HKIS!,1 Email,HKD,337500,5/5/2017,00T9000003awVyj,0039000000DXlCJ
Send Kids Camp details,1 Email,HKD,337500,6/24/2016,00T9000002rI905,0039000000DXlCJ
? Email: Re: Kids Camp is coming up soon!,1 Email,HKD,337500,2/6/2017,00T9000003QUGsX,0039000000DXlCJ
Email: Re: ICM donation form,1 Email,HKD,337500,10/30/2016,00T9000003EnEwq,0039000000DXlCJ
Email: ICM pastors in town next week,1 Email,HKD,337500,1/18/2017,00T9000003O50Ui,0039000000DXlCJ
Drinks to catch up,4 Meeting,HKD,337500,11/22/2016,00T9000003JAW6G,0039000000DXlCJ
? Email: Donated items for Kids Camp,1 Email,HKD,337500,3/13/2017,00T9000003UeAC5,0039000000DXlCJ
? Email: March 18: Grand Austin Clubhouse,1 Email,HKD,337500,3/15/2017,00T9000003Ug96O,0039000000DXlCJ
Report on Giving,4 Meeting,HKD,337500,6/18/2016,00T9000002nh2E0,0039000000DXlCJ
Lunch on KPMG Insights Centre,4 Meeting,HKD,323981.5,7/26/2016,00T9000002t98rg,0039000000DXlBi
Dinner with Pat & Esther,4 Meeting,HKD,323981.5,8/2/2016,00T900000312dCy,0039000000DXlBi
Share info on Yale Study,1 Email,HKD,323981.5,8/3/2016,00T900000312dGQ,0039000000DXlBi
Consider looking for a grant to fund KPMG services,0 Other,HKD,323981.5,8/26/2016,00T900000312dfR,0039000000DXlBi
Invite Pat and Ester to banquet table,1 Email,HKD,323981.5,8/26/2016,00T900000312dHE,0039000000DXlBi
Email: RE: Thank you - Insights Centre,1 Email,HKD,323981.5,7/4/2016,00T9000002um2Lh,0039000000DXlBl
Email: Re: Thank you - Insights Centre,1 Email,HKD,323981.5,8/1/2016,00T90000030KGoe,0039000000DXlBl
? Email: Re: Thank you - Insights Centre,1 Email,HKD,323981.5,8/3/2016,00T90000030Lp11,0039000000DXlBl
Email: Re: Thank you - Insights Centre,1 Email,HKD,323981.5,8/3/2016,00T90000030LOUs,0039000000DXlBl
? Email: Banquet thanks,1 Email,HKD,314076,10/25/2016,00T9000003Dg3IR,0039000000DXkal
? Email: Banquet table,1 Email,HKD,314076,4/19/2017,00T9000003ZASqO,0039000000DXkal
? Email: Banquet table host gathering,1 Email,HKD,314076,3/6/2017,00T9000003Toeak,0039000000DXkal
? Email: Potential ICM BOA Trip,1 Email,HKD,314076,8/18/2016,00T90000032IWYw,0039000000DXkal
? Email: ICM Prayer Night with pastors - Jan 25th,1 Email,HKD,314076,1/10/2017,00T9000003N8HIw,0039000000DXkal
"? Email: ICM Banquet - Oct 24, Monday",1 Email,HKD,314076,6/2/2016,00T9000002pV2P5,0039000000DXkal
? Email: Pre-Banquet information and Guest Registration,1 Email,HKD,314076,9/23/2016,00T900000311sUt,0039000000DXkal
? Email: ICM Banquet One Week Away - confirming seating plan,1 Email,HKD,314076,10/17/2016,00T9000003BrZVb,0039000000DXkal
? Email: Re: ICM Prayer Night with pastors - Jan 25th,1 Email,HKD,314076,1/26/2017,00T9000003P2Lsp,0039000000DXkal
? Email: Luncheon - Oct 25,1 Email,HKD,314076,10/19/2016,00T9000003DdarI,0039000000DXkal
? Email: You are Invited to a Springboard Luncheon,1 Email,HKD,10220045.33,8/8/2016,00T900000314idO,0039000000DXlBn
Email: Congratulation on winning an Afternoon on Sydney Harbour :),1 Email,HKD,10220045.33,6/7/2016,00T9000002pWu81,0039000000DXlBn
Email: ICM Sydney Dinner Auction preview,1 Email,HKD,10220045.33,6/1/2016,00T9000002pUfC4,0039000000DXlBn
? Email: Re: Document for Dave S,1 Email,HKD,10220045.33,8/25/2016,00T90000034ANRn,0039000000DXlBn
? Email: Re: Document for Dave S,1 Email,HKD,10220045.33,8/25/2016,00T90000034AHLL,0039000000DXlBn
? Email: Re: Document for Dave S,1 Email,HKD,10220045.33,8/23/2016,00T900000349WZx,0039000000DXlBn
? Email: Re: Document for Dave S,1 Email,HKD,10220045.33,8/25/2016,00T90000034AIOf,0039000000DXlBn
? Email: Document for Dave S,1 Email,HKD,10220045.33,8/23/2016,00T900000349WOz,0039000000DXlBn
? Email: Re: Document for Dave S,1 Email,HKD,10220045.33,8/25/2016,00T90000034AIKY,0039000000DXlBn
? Email: Re: Save the Date: ICM Sydney Dinner 3 June 2017,1 Email,HKD,10220045.33,2/27/2017,00T9000003T07fI,0039000000DXlBn
? Email: SALT ~ ICM ~ Night of Prayer,1 Email,HKD,394733.35,1/11/2017,00T9000003N93Lv,0039000000DXkc0
TF16 B2 Thank you Cards,2 Mail,HKD,394733.35,4/6/2017,00T9000003XhNAV,0039000000DXkc0
? Email: Connecting + Donation Instructions,1 Email,HKD,394733.35,10/26/2016,00T9000003DgnPy,0039000000DXkc0
? Email: Connecting + Donation Instructions,1 Email,HKD,394733.35,10/26/2016,00T9000003DgnSJ,0039000000DXkc0
? Email: To- Do List :),1 Email,HKD,394733.35,11/30/2016,00T9000003J6w3k,0039000000DXkc0
? Email: Following Up,1 Email,HKD,394733.35,11/17/2016,00T9000003GT4Sv,0039000000DXkc0
? Email: Thank You + Confirmation to the Christmas Cocktail,1 Email,HKD,394733.35,12/7/2016,00T9000003J9tS8,0039000000DXkc0
Catch Up,4 Meeting,HKD,394733.35,8/8/2016,00T900000314eVT,0039000000DXkc0
Banquet and Personal update,4 Meeting,HKD,394733.35,6/2/2016,00T9000002pV24j,0039000000DXkc0
2015 B3 Success Stories,0 Other,HKD,394733.35,8/31/2016,00T900000314ziB,0039000000DXkc0
TF15 B3 TY cards and photo magnets,0 Other,HKD,394733.35,6/3/2016,00T9000002nhehl,0039000000DXkc0
Email: ICM Banquet - Table Hosts,1 Email,HKD,394733.35,6/1/2016,00T9000002pUPSe,0039000000DXkc0
? Email: ICM banquet thanks,1 Email,HKD,989173.5,10/27/2016,00T9000003EmX7X,0039000000DXlAp
? Email: Connecting - Banquet guests - Dietary requirments,1 Email,HKD,989173.5,10/12/2016,00T9000003Bph5I,0039000000DXlAp
? Email: Re: Connecting - Banquet guests - Dietary requirments,1 Email,HKD,989173.5,10/14/2016,00T9000003BqibZ,0039000000DXlAp
? Email: Re: Connecting - Banquet guests - Dietary requirments,1 Email,HKD,989173.5,10/17/2016,00T9000003BrYtN,0039000000DXlAp
? Email: Re: Connecting - Banquet guests - Dietary requirments,1 Email,HKD,989173.5,10/17/2016,00T9000003BrS71,0039000000DXlAp
? Email: Re: Connecting - Banquet guests - Dietary requirments,1 Email,HKD,989173.5,10/17/2016,00T9000003BrVoR,0039000000DXlAp
? Email: Re: Connecting - Banquet guests - Dietary requirments,1 Email,HKD,989173.5,10/18/2016,00T9000003DcuSH,0039000000DXlAp
? Email: Re: Connecting - Banquet guests - Dietary requirments,1 Email,HKD,989173.5,10/19/2016,00T9000003DdUup,0039000000DXlAp
? Email: Re: Invite to an ICM 101 Trip,1 Email,HKD,989173.5,4/26/2017,00T9000003a6edm,0039000000DXlAp
? Email: Invite to an ICM 101 Trip,1 Email,HKD,989173.5,4/24/2017,00T9000003ZChuU,0039000000DXlAp
2015 B3 Success Stories,0 Other,HKD,989173.5,8/31/2016,00T90000031594W,0039000000DXlAp
TF15 B3 TY cards and photo magnets,0 Other,HKD,989173.5,6/3/2016,00T9000002nhgHr,0039000000DXlAp
? Email: ICM Christmas Cocktail - Dec 7,1 Email,HKD,989173.5,11/30/2016,00T9000003HYFji,0039000000DXlAp
Email: Re: Hello,1 Email,HKD,989173.5,3/23/2017,00T9000003WCH9O,0039000000DXlAp
banquet invitations,3 Call,HKD,989173.5,3/31/2017,00T9000003Wtf9x,0039000000DXlAp
? Email: Re: ICM Banquet,1 Email,HKD,989173.5,10/26/2016,00T9000003DgnQm,0039000000DXlAp
"? Email: Re: Fwd: ICM - Int'l Care Ministries Fdn, Inc. -CAROL",1 Email,HKD,0,1/19/2017,00T9000003O62D2,00390000021ZYvl
? Email: Re: How can ICM serve you better?,1 Email,HKD,16000,7/22/2016,00T9000002yTCI3,0039000000DXlC4
? Email: Re: Pre- Trip Meeting,1 Email,HKD,116083.97,2/28/2017,00T9000003T0QrK,0039000000DXkaR
? Email: Re: Pre- Trip Meeting,1 Email,HKD,116083.97,3/2/2017,00T9000003T2LWd,0039000000DXkaR
? Email: Re: Pre- Trip Meeting,1 Email,HKD,116083.97,3/2/2017,00T9000003T2Uow,0039000000DXkaR
? Email: Re: ICM Banquet,1 Email,HKD,116083.97,10/20/2016,00T9000003DegxD,0039000000DXkaR
? Email: ICM Choir at Kellett,1 Email,HKD,116083.97,10/20/2016,00T9000003DeguT,0039000000DXkaR
? Email: Re: Banquet Booklet,1 Email,HKD,116083.97,10/23/2016,00T9000003DfQfJ,0039000000DXkaR
? Email: Re: Quick Question,1 Email,HKD,116083.97,10/5/2016,00T9000003AIjBh,0039000000DXkaR
? Email: Re:,1 Email,HKD,116083.97,2/15/2017,00T9000003ROIiy,0039000000DXkaR
? Email: Re:,1 Email,HKD,116083.97,2/15/2017,00T9000003ROH9m,0039000000DXkaR
? Email: Venue,1 Email,HKD,116083.97,2/21/2017,00T9000003SOgGG,0039000000DXkaR
? Email: Thank You + List,1 Email,HKD,116083.97,11/29/2016,00T9000003HXi61,0039000000DXkaR
? Email: Thank You + List,1 Email,HKD,116083.97,11/29/2016,00T9000003HXi6Q,0039000000DXkaR
? Email: Informational Session,1 Email,HKD,116083.97,11/17/2016,00T9000003GSyq6,0039000000DXkaR
? Email: Re: ICM/Kellett Trip,1 Email,HKD,116083.97,11/9/2016,00T9000003GPTVh,0039000000DXkaR
Meeting,4 Meeting,HKD,116083.97,2/22/2017,00T9000003SRPEJ,0039000000DXkaR
? Email: Re:,1 Email,HKD,116083.97,3/7/2017,00T9000003Tplzb,0039000000DXkaR
? Email: Connecting,1 Email,HKD,116083.97,8/17/2016,00T90000032HznB,0039000000DXkaR
? Email: Re: Connecting,1 Email,HKD,116083.97,8/18/2016,00T90000032IbQf,0039000000DXkaR
? Email: Re: Connecting,1 Email,HKD,116083.97,8/18/2016,00T90000032IWD5,0039000000DXkaR
? Email: Re: Connecting,1 Email,HKD,116083.97,8/18/2016,00T90000032IZSr,0039000000DXkaR
? Email: Re: Connecting,1 Email,HKD,116083.97,8/18/2016,00T90000032IYb9,0039000000DXkaR
? Email: ICM Education Strategy Updates,1 Email,HKD,116083.97,3/8/2017,00T9000003Tr6zV,0039000000DXkaR
? Email: Re: Connecting,1 Email,HKD,116083.97,8/22/2016,00T90000032JjEI,0039000000DXkaR
? Email: ICM Christmas Cocktail,1 Email,HKD,116083.97,12/6/2016,00T9000003J9OfP,0039000000DXkaR
? Email: Re: ICM/Kellett Trip,1 Email,HKD,116083.97,10/27/2016,00T9000003EmWpn,0039000000DXkaR
? Email: Re: Connecting,1 Email,HKD,116083.97,8/29/2016,00T90000034BMqP,0039000000DXkaR
? Email: Re: ICM Uniforms,1 Email,HKD,116083.97,8/31/2016,00T90000034CEeS,0039000000DXkaR
? Email: Hello + Family Academy Update,1 Email,HKD,116083.97,5/10/2017,00T9000003bjhTe,0039000000DXkaR
? Email: Re: ICM Uniforms,1 Email,HKD,116083.97,8/23/2016,00T900000349WcS,0039000000DXkaR
Call,4 Meeting,HKD,116083.97,8/31/2016,00T900000349TIh,0039000000DXkaR
? Email: ICM Choir Coming to HK,1 Email,HKD,116083.97,8/30/2016,00T90000034Bo6s,0039000000DXkaR
? Email: Re: ICM Choir Coming to HK,1 Email,HKD,116083.97,8/30/2016,00T90000034BoOC,0039000000DXkaR
? Email: Re: ICM Uniforms,1 Email,HKD,116083.97,8/24/2016,00T900000349nqM,0039000000DXkaR
? Email: Re: ICM Uniforms,1 Email,HKD,116083.97,8/24/2016,00T900000349nrF,0039000000DXkaR
? Email: Re: Thursday,1 Email,HKD,116083.97,9/7/2016,00T90000036X1lo,0039000000DXkaR
? Email: Re: Thursday,1 Email,HKD,116083.97,9/7/2016,00T90000036XA47,0039000000DXkaR
? Email: Re:,1 Email,HKD,116083.97,9/8/2016,00T90000036Xbff,0039000000DXkaR
? Email: Re:,1 Email,HKD,116083.97,3/16/2017,00T9000003VQtJQ,0039000000DXkaR
? Email: Re:,1 Email,HKD,116083.97,3/16/2017,00T9000003VQtLv,0039000000DXkaR
? Email: Re:,1 Email,HKD,116083.97,3/16/2017,00T9000003VQvNg,0039000000DXkaR
Update and Kellett Giving,4 Meeting,HKD,116083.97,9/8/2016,00T90000036YbSI,0039000000DXkaR
Donation Follow Up,2 Mail,HKD,116083.97,9/14/2016,00T90000036YbSH,0039000000DXkaR
? Email: Following Up,1 Email,HKD,116083.97,9/14/2016,00T90000036ZbPu,0039000000DXkaR
? Email: Re: Following Up,1 Email,HKD,116083.97,9/15/2016,00T90000036aDjN,0039000000DXkaR
? Email: Re: ICM Choir Introduction,1 Email,HKD,116083.97,9/15/2016,00T90000036aORi,0039000000DXkaR
? Email: Re: Following Up,1 Email,HKD,116083.97,9/15/2016,00T90000036aDmC,0039000000DXkaR
? Email: Thank You for Being a Table Host,1 Email,HKD,116083.97,9/22/2016,00T900000311BYq,0039000000DXkaR
? Email: Re: ICM Trip,1 Email,HKD,116083.97,3/22/2017,00T9000003WBAnx,0039000000DXkaR
? Email: Re: ICM Choir Introduction,1 Email,HKD,116083.97,9/28/2016,00T9000003AG871,0039000000DXkaR
? Email: Jumpstart Kindergarten Profile,1 Email,HKD,116083.97,9/28/2016,00T9000003AGAJP,0039000000DXkaR
? Email: Starters Kindergarten Profile,1 Email,HKD,116083.97,9/28/2016,00T9000003AGAV3,0039000000DXkaR
? Email: Re: ICM Info,1 Email,HKD,116083.97,9/29/2016,00T9000003AGf9E,0039000000DXkaR
? Email: Re: ICM Info,1 Email,HKD,116083.97,9/29/2016,00T9000003AGi08,0039000000DXkaR
? Email: Re: ICM Info,1 Email,HKD,116083.97,9/29/2016,00T9000003AGhut,0039000000DXkaR
? Email: Class Photos,1 Email,HKD,116083.97,9/30/2016,00T9000003AHCxq,0039000000DXkaR
? Email: Re: ICM Trip,1 Email,HKD,116083.97,3/23/2017,00T9000003WC08W,0039000000DXkaR
? Email: Class Photos,1 Email,HKD,116083.97,9/30/2016,00T9000003AHCxg,0039000000DXkaR
? Email: Re: Quick Question,1 Email,HKD,116083.97,10/4/2016,00T9000003AI4rS,0039000000DXkaR
? Email: Quick Question,1 Email,HKD,116083.97,10/4/2016,00T9000003AHvFu,0039000000DXkaR
? Email: Re:,1 Email,HKD,116083.97,2/8/2017,00T9000003QVW0M,0039000000DXkaR
? Email: Re: Banquet Registration and a few other things,1 Email,HKD,116083.97,10/11/2016,00T9000003BpGKT,0039000000DXkaR
? Email: Banquet Registration and a few other things. ;),1 Email,HKD,116083.97,10/11/2016,00T9000003BpDCg,0039000000DXkaR
? Email: Banquet Registration and a few other things,1 Email,HKD,116083.97,10/11/2016,00T9000003BpDD5,0039000000DXkaR
? Email: ICM Banquet,1 Email,HKD,116083.97,10/17/2016,00T9000003BraJp,0039000000DXkaR
? Email: Re: ICM Banquet,1 Email,HKD,116083.97,10/18/2016,00T9000003Dd1AZ,0039000000DXkaR
? Email: Reminder: (Wed) Feb 22nd - ICM Education Strategy Focus Group Discussion,1 Email,HKD,116083.97,2/20/2017,00T9000003SNpBb,0039000000DXkaR
? Email: Re: 2016 ICM Hong Kong Banquet Guest Information,1 Email,HKD,116083.97,10/17/2016,00T9000003BrZzf,0039000000DXkaR
? Email: How can ICM serve you better?,1 Email,HKD,51138,7/18/2016,00T9000002wYrtt,0039000000DXkb7
? Email: SALT ~ ICM ~ Night of Prayer,1 Email,HKD,489072.89,1/11/2017,00T9000003N93Lv,0039000000DXkbc
? Email: Thank you,1 Email,HKD,7982.5,10/26/2016,00T9000003DgkAL,0039000001j0G8b
? Email: ICM Prayer Night - Jan 25th,1 Email,HKD,13972,1/10/2017,00T9000003N8IEN,0039000000DXkcQ
? Email: You Are Invited to a Springboard Luncheon,1 Email,HKD,908219.73,8/5/2016,00T900000312lRt,0039000000DXkbo
